Data File,Sample Notes,RT (min),Peak Name,Result Type,Area,Amt,Calib Amt,Dev%-Amt,Sample Type,plate
201026_MIA_088.xms,ISY_CYC_P1_E9,2.224,Tryptophan,Failed,1.28E+06,6250.669,---,---,Analysis,P1
201026_MIA_089.xms,ISY_CYC_P1_E10,2.225,Tryptophan,Failed,235191,N/A,---,---,Analysis,P1
201026_MIA_090.xms,ISY_CYC_P1_E11,2.209,Tryptophan,Failed,4597,N/A,---,---,Analysis,P1
201026_MIA_091.xms,ISY_CYC_P1_E12,2.225,Tryptophan,Failed,10581,N/A,---,---,Analysis,P1
201026_MIA_092.xms,QC_mix_04,2.234,Tryptophan,Failed,615,N/A,1000,-100.1,Verification,P1
201026_MIA_093.xms,ISY_CYC_P1_F1,2.225,Tryptophan,Failed,11676,N/A,---,---,Analysis,P1
201026_MIA_094.xms,ISY_CYC_P1_F2,2.239,Tryptophan,Failed,9628,N/A,---,---,Analysis,P1
201026_MIA_095.xms,ISY_CYC_P1_F3,2.208,Tryptophan,Failed,1477,N/A,---,---,Analysis,P1
201026_MIA_096.xms,ISY_CYC_P1_F4,2.226,Tryptophan,Failed,61910,N/A,---,---,Analysis,P1
201026_MIA_097.xms,ISY_CYC_P1_F5,2.206,Tryptophan,Failed,1781,N/A,---,---,Analysis,P1
201026_MIA_098.xms,ISY_CYC_P1_F6,2.239,Tryptophan,Failed,25634,N/A,---,---,Analysis,P1
201026_MIA_099.xms,ISY_CYC_P1_F7,2.228,Tryptophan,Failed,6149,N/A,---,---,Analysis,P1
201026_MIA_100.xms,ISY_CYC_P1_F8,2.211,Tryptophan,Failed,576,N/A,---,---,Analysis,P1
201026_MIA_101.xms,ISY_CYC_P1_F9,2.239,Tryptophan,Failed,7843,N/A,---,---,Analysis,P1
201026_MIA_102.xms,ISY_CYC_P1_F10,2.221,Tryptophan,Failed,5041,N/A,---,---,Analysis,P1
201026_MIA_103.xms,ISY_CYC_P1_F11,2.239,Tryptophan,Failed,17198,N/A,---,---,Analysis,P1
201026_MIA_104.xms,ISY_CYC_P1_F12,2.235,Tryptophan,Failed,4848,N/A,---,---,Analysis,P1
201026_MIA_105.xms,QC_mix_05,2.221,Tryptophan,Missing,0,---,1000,N/A,Verification,P1
201026_MIA_106.xms,ISY_CYC_P1_G1,2.196,Tryptophan,Failed,2948,N/A,---,---,Analysis,P1
201026_MIA_107.xms,ISY_CYC_P1_G2,2.229,Tryptophan,Failed,5725,N/A,---,---,Analysis,P1
201026_MIA_108.xms,ISY_CYC_P1_G3,2.219,Tryptophan,Failed,1613,N/A,---,---,Analysis,P1
201026_MIA_109.xms,ISY_CYC_P1_G4,2.201,Tryptophan,Failed,3368,N/A,---,---,Analysis,P1
201026_MIA_110.xms,ISY_CYC_P1_G5,2.224,Tryptophan,Failed,11598,N/A,---,---,Analysis,P1
201026_MIA_111.xms,ISY_CYC_P1_G6,2.231,Tryptophan,Failed,6250,N/A,---,---,Analysis,P1
201026_MIA_112.xms,ISY_CYC_P1_G7,2.235,Tryptophan,Failed,6522,N/A,---,---,Analysis,P1
201026_MIA_113.xms,ISY_CYC_P1_G8,2.218,Tryptophan,Failed,441296,N/A,---,---,Analysis,P1
201026_MIA_114.xms,ISY_CYC_P1_G9,2.227,Tryptophan,Failed,208795,N/A,---,---,Analysis,P1
201026_MIA_115.xms,ISY_CYC_P1_G10,2.225,Tryptophan,Failed,10402,N/A,---,---,Analysis,P1
201026_MIA_116.xms,ISY_CYC_P1_G11,2.233,Tryptophan,Failed,8552,N/A,---,---,Analysis,P1
201026_MIA_117.xms,ISY_CYC_P1_G12,2.222,Tryptophan,Failed,11919,N/A,---,---,Analysis,P1
201026_MIA_118.xms,QC_mix_06,2.221,Tryptophan,Missing,0,---,1000,N/A,Verification,P1
201026_MIA_119.xms,ISY_CYC_P1_H1,2.239,Tryptophan,Failed,42767,N/A,---,---,Analysis,P1
201026_MIA_120.xms,ISY_CYC_P1_H2,2.209,Tryptophan,Failed,3100,N/A,---,---,Analysis,P1
201026_MIA_121.xms,ISY_CYC_P1_H3,2.214,Tryptophan,Failed,2338,N/A,---,---,Analysis,P1
201026_MIA_122.xms,ISY_CYC_P1_H4,2.215,Tryptophan,Failed,3977,N/A,---,---,Analysis,P1
201026_MIA_123.xms,ISY_CYC_P1_H5,2.204,Tryptophan,Failed,5032,N/A,---,---,Analysis,P1
201026_MIA_124.xms,ISY_CYC_P1_H6,2.214,Tryptophan,Failed,4625,N/A,---,---,Analysis,P1
201026_MIA_125.xms,ISY_CYC_P1_H7,2.211,Tryptophan,Failed,1635,N/A,---,---,Analysis,P1
201026_MIA_126.xms,ISY_CYC_P1_H8,2.209,Tryptophan,Failed,4128,N/A,---,---,Analysis,P1
201026_MIA_127.xms,ISY_CYC_P1_H9,2.208,Tryptophan,Failed,5970,N/A,---,---,Analysis,P1
201026_MIA_128.xms,ISY_CYC_P1_H10,2.215,Tryptophan,Failed,5307,N/A,---,---,Analysis,P1
201026_MIA_129.xms,ISY_CYC_P1_H11,2.257,Tryptophan,Failed,29280,N/A,---,---,Analysis,P1
201026_MIA_130.xms,ISY_CYC_P1_H12,2.239,Tryptophan,Failed,7754,N/A,---,---,Analysis,P1
201026_MIA_131.xms,Solvent Blank,2.211,Tryptophan,Failed,600,N/A,---,---,Blank,P1
201026_MIA_131001.xms,Solvent Blank,2.229,Tryptophan,Failed,1123,N/A,---,---,Blank,P1
201026_MIA_132.xms,Blank,2.221,Tryptophan,Missing,0,---,---,---,Blank,P1
201026_MIA_133.xms,0.05 mg/L stric_v13#1,2.237,Tryptophan,Failed,51235,---,50,N/A,Calibration,P1
201026_MIA_134.xms,0.1 mg/L stric_v13#2,2.242,Tryptophan,Failed,57300,50.75,100,-49.25,Calibration,P1
201026_MIA_135.xms,0.25 mg/L stric_v13#3,2.238,Tryptophan,Failed,80414,246,250,-1.6,Calibration,P1
201026_MIA_136.xms,0.5 mg/L stric_v13#4,2.226,Tryptophan,Failed,111659,636.086,500,27.217,Calibration,P1
201026_MIA_137.xms,1 mg/L stric_v13#5,2.204,Tryptophan,Failed,609,---,1000,N/A,Calibration,P1
201026_MIA_138.xms,2.5 mg/L stric_v13#6,2.214,Tryptophan,Failed,560427,3280.822,2500,31.233,Calibration,P1
201026_MIA_139.xms,5 mg/L stric_v13#7,2.259,Tryptophan,Failed,1.24E+06,10050.813,5000,101.016,Calibration,P1
201026_MIA_140.xms,10 mg/L stric_v13#8,2.233,Tryptophan,Failed,883,---,10000,N/A,Calibration,P1
201026_MIA_141.xms,25 mg/L stric_v13#9,2.224,Tryptophan,Failed,11716,---,25000,N/A,Calibration,P1
201026_MIA_142.xms,50 mg/L stric_v13#10,2.229,Tryptophan,Failed,3739,---,50000,N/A,Calibration,P1
201026_MIA_143.xms,Solvent Blank,2.253,Tryptophan,Failed,32663,368.179,---,---,Blank,P1
201026_MIA_143001.xms,Solvent Blank,2.237,Tryptophan,Failed,49796,183.411,---,---,Blank,P1
201026_MIA_143002.xms,Solvent Blank,2.248,Tryptophan,Failed,21987,179.18,---,---,Blank,P1
201026_MIA_001b.xms,Solvent Blank,2.482,Caffeine,Failed,3781,1,---,---,Blank,P2
201026_MIA_001b001.xms,Solvent Blank,2.488,Caffeine,Failed,3441,1,---,---,Blank,P2
201026_MIA_002b.xms,QC_mix_00,2.492,Caffeine,Failed,317167,1,---,---,Analysis,P2
201026_MIA_131b.xms,Solvent Blank,2.486,Caffeine,Failed,1700,1,---,---,Blank,P2
201026_MIA_132b.xms,Blank,2.469,Caffeine,Failed,1088,1,---,---,Blank,P2
201026_MIA_133b.xms,0.05 mg/L stric_v13#1,2.484,Caffeine,Failed,262839,1,1,---,Calibration,P2
201026_MIA_134b.xms,0.1 mg/L stric_v13#2,2.48,Caffeine,Failed,255973,1,1,---,Calibration,P2
201026_MIA_135b.xms,0.25 mg/L stric_v13#3,2.484,Caffeine,Failed,259213,1,1,---,Calibration,P2
201026_MIA_136b.xms,0.5 mg/L stric_v13#4,2.483,Caffeine,Failed,248872,1,1,---,Calibration,P2
201026_MIA_137b.xms,1 mg/L stric_v13#5,2.483,Caffeine,Failed,295841,1,1,---,Calibration,P2
201026_MIA_138b.xms,2.5 mg/L stric_v13#6,2.471,Caffeine,Failed,272367,1,1,---,Calibration,P2
201026_MIA_139b.xms,5 mg/L stric_v13#7,2.478,Caffeine,Failed,266271,1,1,---,Calibration,P2
201026_MIA_140b.xms,10 mg/L stric_v13#8,2.479,Caffeine,Failed,246995,1,1,---,Calibration,P2
201026_MIA_141b.xms,25 mg/L stric_v13#9,2.478,Caffeine,Failed,257673,1,1,---,Calibration,P2
201026_MIA_142b.xms,50 mg/L stric_v13#10,2.482,Caffeine,Failed,285229,1,1,---,Calibration,P2
201026_MIA_143b.xms,Solvent Blank,2.486,Caffeine,Failed,861,1,---,---,Blank,P2
201026_MIA_143b001.xms,Solvent Blank,2.473,Caffeine,Identified,1469,1,---,---,Blank,P2
201026_MIA_143b002.xms,Solvent Blank,2.475,Caffeine,Failed,562,1,---,---,Blank,P2
201026_MIA_144b.xms,ISY_CYC_P2_A1,2.478,Caffeine,Failed,5.78E+06,25,---,---,Analysis,P2
201026_MIA_145b.xms,ISY_CYC_P2_A2,2.475,Caffeine,Failed,4.87E+06,25,---,---,Analysis,P2
201026_MIA_146.xms,ISY_CYC_P2_A3,2.469,Caffeine,Failed,4.96E+06,25,---,---,Analysis,P2
201026_MIA_147.xms,ISY_CYC_P2_A4,2.473,Caffeine,Failed,5.35E+06,25,---,---,Analysis,P2
201026_MIA_148.xms,ISY_CYC_P2_A5,2.458,Caffeine,Failed,5.65E+06,25,---,---,Analysis,P2
201026_MIA_149.xms,ISY_CYC_P2_A6,2.461,Caffeine,Failed,5.61E+06,25,---,---,Analysis,P2
201026_MIA_150.xms,ISY_CYC_P2_A7,2.455,Caffeine,Failed,5.37E+06,25,---,---,Analysis,P2
201026_MIA_151.xms,ISY_CYC_P2_A8,2.461,Caffeine,Failed,6.02E+06,25,---,---,Analysis,P2
201026_MIA_152.xms,ISY_CYC_P2_A9,2.456,Caffeine,Failed,5.04E+06,25,---,---,Analysis,P2
201026_MIA_153.xms,ISY_CYC_P2_A10,2.462,Caffeine,Failed,5.54E+06,25,---,---,Analysis,P2
201026_MIA_154.xms,ISY_CYC_P2_A11,2.457,Caffeine,Failed,5.74E+06,25,---,---,Analysis,P2
201026_MIA_155.xms,ISY_CYC_P2_A12,2.458,Caffeine,Failed,5.56E+06,25,---,---,Analysis,P2
201026_MIA_156.xms,QC_mix_07,2.477,Caffeine,Failed,344013,1,1,---,Verification,P2
201026_MIA_157.xms,ISY_CYC_P2_B1,2.48,Caffeine,Failed,3.65E+06,25,---,---,Analysis,P2
201026_MIA_158.xms,ISY_CYC_P2_B2,2.476,Caffeine,Failed,3.98E+06,25,---,---,Analysis,P2
201026_MIA_159.xms,ISY_CYC_P2_B3,2.471,Caffeine,Failed,3.92E+06,25,---,---,Analysis,P2
201026_MIA_160.xms,ISY_CYC_P2_B4,2.468,Caffeine,Failed,3.57E+06,25,---,---,Analysis,P2
201026_MIA_161.xms,ISY_CYC_P2_B5,2.472,Caffeine,Failed,3.92E+06,25,---,---,Analysis,P2
201026_MIA_162.xms,ISY_CYC_P2_B6,2.472,Caffeine,Failed,3.79E+06,25,---,---,Analysis,P2
201026_MIA_163.xms,ISY_CYC_P2_B7,2.472,Caffeine,Failed,5.63E+06,25,---,---,Analysis,P2
201026_MIA_164.xms,ISY_CYC_P2_B8,2.472,Caffeine,Failed,5.47E+06,25,---,---,Analysis,P2
201026_MIA_165.xms,ISY_CYC_P2_B9,2.485,Caffeine,Failed,6.02E+06,25,---,---,Analysis,P2
201026_MIA_166.xms,ISY_CYC_P2_B10,2.487,Caffeine,Failed,5.58E+06,25,---,---,Analysis,P2
201026_MIA_167.xms,ISY_CYC_P2_B11,2.478,Caffeine,Failed,5.30E+06,25,---,---,Analysis,P2
201026_MIA_168.xms,ISY_CYC_P2_B12,2.477,Caffeine,Failed,5.42E+06,25,---,---,Analysis,P2
201026_MIA_169.xms,QC_mix_08,2.481,Caffeine,Failed,331550,1,1,---,Verification,P2
201026_MIA_170.xms,ISY_CYC_P2_C1,2.469,Caffeine,Failed,5.39E+06,25,---,---,Analysis,P2
201026_MIA_171.xms,ISY_CYC_P2_C2,2.48,Caffeine,Failed,5.77E+06,25,---,---,Analysis,P2
201026_MIA_172.xms,ISY_CYC_P2_C3,2.476,Caffeine,Failed,6.07E+06,25,---,---,Analysis,P2
201026_MIA_173.xms,ISY_CYC_P2_C4,2.491,Caffeine,Failed,6.01E+06,25,---,---,Analysis,P2
201026_MIA_174.xms,ISY_CYC_P2_C5,2.481,Caffeine,Failed,6.01E+06,25,---,---,Analysis,P2
201026_MIA_175.xms,ISY_CYC_P2_C6,2.475,Caffeine,Failed,6.37E+06,25,---,---,Analysis,P2
201026_MIA_176.xms,ISY_CYC_P2_C7,2.478,Caffeine,Failed,6.23E+06,25,---,---,Analysis,P2
201026_MIA_177.xms,ISY_CYC_P2_C8,2.468,Caffeine,Failed,5.35E+06,25,---,---,Analysis,P2
201026_MIA_178.xms,ISY_CYC_P2_C9,2.47,Caffeine,Failed,6.86E+06,25,---,---,Analysis,P2
201026_MIA_179.xms,ISY_CYC_P2_C10,2.481,Caffeine,Failed,5.12E+06,25,---,---,Analysis,P2
201026_MIA_180.xms,ISY_CYC_P2_C11,2.476,Caffeine,Failed,6.32E+06,25,---,---,Analysis,P2
201026_MIA_181.xms,ISY_CYC_P2_C12,2.474,Caffeine,Failed,5.03E+06,25,---,---,Analysis,P2
201026_MIA_182.xms,QC_mix_09,2.467,Caffeine,Failed,286803,1,1,---,Verification,P2
201026_MIA_183.xms,ISY_CYC_P2_D1,2.472,Caffeine,Failed,5.00E+06,25,---,---,Analysis,P2
201026_MIA_184.xms,ISY_CYC_P2_D2,2.484,Caffeine,Failed,5.47E+06,25,---,---,Analysis,P2
201026_MIA_185.xms,ISY_CYC_P2_D3,2.452,Caffeine,Failed,5.00E+06,25,---,---,Analysis,P2
201026_MIA_186.xms,ISY_CYC_P2_D4,2.46,Caffeine,Failed,5.71E+06,25,---,---,Analysis,P2
201026_MIA_187.xms,ISY_CYC_P2_D5,2.464,Caffeine,Failed,5.18E+06,25,---,---,Analysis,P2
201026_MIA_188.xms,ISY_CYC_P2_D6,2.461,Caffeine,Failed,5.54E+06,25,---,---,Analysis,P2
201026_MIA_189.xms,ISY_CYC_P2_D7,2.468,Caffeine,Failed,5.57E+06,25,---,---,Analysis,P2
201026_MIA_190.xms,ISY_CYC_P2_D8,2.465,Caffeine,Failed,5.72E+06,25,---,---,Analysis,P2
201026_MIA_191.xms,ISY_CYC_P2_D9,2.483,Caffeine,Failed,6.92E+06,25,---,---,Analysis,P2
201026_MIA_192.xms,ISY_CYC_P2_D10,2.48,Caffeine,Failed,5.11E+06,25,---,---,Analysis,P2
201026_MIA_193.xms,ISY_CYC_P2_D11,2.462,Caffeine,Failed,4.23E+06,25,---,---,Analysis,P2
201026_MIA_194.xms,ISY_CYC_P2_D12,2.474,Caffeine,Failed,7.81E+06,25,---,---,Analysis,P2
201026_MIA_195.xms,Solvent Blank,2.479,Caffeine,Failed,50175,1,---,---,Blank,P2
201026_MIA_195001.xms,Solvent Blank,2.477,Caffeine,Failed,6200,1,---,---,Blank,P2
201026_MIA_196.xms,Blank,2.475,Caffeine,Failed,2204,1,---,---,Blank,P2
201026_MIA_197.xms,0.05 mg/L stric_v13#1,2.485,Caffeine,Failed,347309,1,1,---,Calibration,P2
201026_MIA_198.xms,0.1 mg/L stric_v13#2,2.47,Caffeine,Failed,427820,1,1,---,Calibration,P2
201026_MIA_199.xms,0.25 mg/L stric_v13#3,2.479,Caffeine,Failed,310777,1,1,---,Calibration,P2
201026_MIA_200.xms,0.5 mg/L stric_v13#4,2.476,Caffeine,Failed,251488,1,1,---,Calibration,P2
201026_MIA_201.xms,1 mg/L stric_v13#5,2.473,Caffeine,Failed,241282,1,1,---,Calibration,P2
201026_MIA_202.xms,2.5 mg/L stric_v13#6,2.475,Caffeine,Failed,209832,1,1,---,Calibration,P2
201026_MIA_203.xms,5 mg/L stric_v13#7,2.471,Caffeine,Failed,220034,1,1,---,Calibration,P2
201026_MIA_204.xms,10 mg/L stric_v13#8,2.471,Caffeine,Failed,245748,1,1,---,Calibration,P2
201026_MIA_205.xms,25 mg/L stric_v13#9,2.477,Caffeine,Failed,230029,1,1,---,Calibration,P2
201026_MIA_206.xms,50 mg/L stric_v13#10,2.475,Caffeine,Failed,214530,1,1,---,Calibration,P2
201026_MIA_207.xms,Solvent Blank,2.473,Caffeine,Identified,1009,1,---,---,Blank,P2
201026_MIA_207001.xms,Solvent Blank,2.479,Caffeine,Failed,1176,1,---,---,Blank,P2
201026_MIA_207002.xms,Solvent Blank,2.474,Caffeine,Failed,900,1,---,---,Blank,P2
201026_MIA_208.xms,ISY_CYC_P2_E1,2.48,Caffeine,Failed,4.96E+06,25,---,---,Analysis,P2
201026_MIA_209.xms,ISY_CYC_P2_E2,2.472,Caffeine,Failed,4.43E+06,25,---,---,Analysis,P2
201026_MIA_210.xms,ISY_CYC_P2_E3,2.475,Caffeine,Failed,5.48E+06,25,---,---,Analysis,P2
201026_MIA_211.xms,ISY_CYC_P2_E4,2.475,Caffeine,Failed,5.21E+06,25,---,---,Analysis,P2
201026_MIA_212.xms,ISY_CYC_P2_E5,2.482,Caffeine,Failed,4.93E+06,25,---,---,Analysis,P2
201026_MIA_213.xms,ISY_CYC_P2_E6,2.475,Caffeine,Failed,5.17E+06,25,---,---,Analysis,P2
201026_MIA_214.xms,ISY_CYC_P2_E7,2.478,Caffeine,Failed,4.86E+06,25,---,---,Analysis,P2
201026_MIA_215.xms,ISY_CYC_P2_E8,2.475,Caffeine,Failed,4.90E+06,25,---,---,Analysis,P2
201026_MIA_216.xms,ISY_CYC_P2_E9,2.472,Caffeine,Failed,4.95E+06,25,---,---,Analysis,P2
201026_MIA_217.xms,ISY_CYC_P2_E10,2.459,Caffeine,Failed,4.81E+06,25,---,---,Analysis,P2
201026_MIA_218.xms,ISY_CYC_P2_E11,2.457,Caffeine,Failed,4.93E+06,25,---,---,Analysis,P2
201026_MIA_219.xms,ISY_CYC_P2_E12,2.463,Caffeine,Failed,4.82E+06,25,---,---,Analysis,P2
201026_MIA_220.xms,QC_mix_10,2.46,Caffeine,Failed,344239,1,1,---,Verification,P2
201026_MIA_221.xms,ISY_CYC_P2_F1,2.464,Caffeine,Failed,5.25E+06,25,---,---,Analysis,P2
201026_MIA_222.xms,ISY_CYC_P2_F2,2.461,Caffeine,Failed,3.43E+06,25,---,---,Analysis,P2
201026_MIA_223.xms,ISY_CYC_P2_F3,2.457,Caffeine,Failed,3.54E+06,25,---,---,Analysis,P2
201026_MIA_224.xms,ISY_CYC_P2_F4,2.455,Caffeine,Failed,3.62E+06,25,---,---,Analysis,P2
201026_MIA_225.xms,ISY_CYC_P2_F5,2.48,Caffeine,Failed,4.00E+06,25,---,---,Analysis,P2
201026_MIA_226.xms,ISY_CYC_P2_F6,2.471,Caffeine,Failed,3.43E+06,25,---,---,Analysis,P2
201026_MIA_227.xms,ISY_CYC_P2_F7,2.483,Caffeine,Failed,3.92E+06,25,---,---,Analysis,P2
201026_MIA_228.xms,ISY_CYC_P2_F8,2.478,Caffeine,Failed,4.91E+06,25,---,---,Analysis,P2
201026_MIA_229.xms,ISY_CYC_P2_F9,2.477,Caffeine,Failed,5.09E+06,25,---,---,Analysis,P2
201026_MIA_230.xms,ISY_CYC_P2_F10,2.479,Caffeine,Failed,4.51E+06,25,---,---,Analysis,P2
201026_MIA_231.xms,ISY_CYC_P2_F11,2.478,Caffeine,Failed,5.08E+06,25,---,---,Analysis,P2
201026_MIA_232.xms,ISY_CYC_P2_F12,2.479,Caffeine,Failed,4.65E+06,25,---,---,Analysis,P2
201026_MIA_233.xms,QC_mix_11,2.477,Caffeine,Failed,388256,1,1,---,Verification,P2
201026_MIA_234.xms,ISY_CYC_P2_G1,2.472,Caffeine,Failed,4.78E+06,25,---,---,Analysis,P2
201026_MIA_235.xms,ISY_CYC_P2_G2,2.474,Caffeine,Failed,4.58E+06,25,---,---,Analysis,P2
201026_MIA_236.xms,ISY_CYC_P2_G3,2.482,Caffeine,Failed,4.60E+06,25,---,---,Analysis,P2
201026_MIA_237.xms,ISY_CYC_P2_G4,2.467,Caffeine,Failed,4.61E+06,25,---,---,Analysis,P2
201026_MIA_238.xms,ISY_CYC_P2_G5,2.472,Caffeine,Failed,4.64E+06,25,---,---,Analysis,P2
201026_MIA_239.xms,ISY_CYC_P2_G6,2.481,Caffeine,Failed,4.00E+06,25,---,---,Analysis,P2
201026_MIA_240.xms,ISY_CYC_P2_H1,2.473,Caffeine,Failed,4.14E+06,25,---,---,Analysis,P2
201026_MIA_241.xms,ISY_CYC_P2_H2,2.471,Caffeine,Failed,4.00E+06,25,---,---,Analysis,P2
201026_MIA_242.xms,ISY_CYC_P2_H3,2.471,Caffeine,Failed,7.05E+06,25,---,---,Analysis,P2
201026_MIA_243.xms,ISY_CYC_P2_H4,2.467,Caffeine,Failed,5.06E+06,25,---,---,Analysis,P2
201026_MIA_244.xms,ISY_CYC_P2_H5,2.467,Caffeine,Failed,5.10E+06,25,---,---,Analysis,P2
201026_MIA_245.xms,ISY_CYC_P2_H6,2.473,Caffeine,Failed,4.56E+06,25,---,---,Analysis,P2
201026_MIA_246.xms,Solvent Blank,2.48,Caffeine,Failed,30451,1,---,---,Blank,P2
201026_MIA_246001.xms,Solvent Blank,2.48,Caffeine,Failed,2494,1,---,---,Blank,P2
201026_MIA_247.xms,Blank,2.473,Caffeine,Identified,2531,1,---,---,Blank,P2
201026_MIA_248.xms,0.05 mg/L stric_v13#1,2.471,Caffeine,Failed,209318,1,1,---,Calibration,P2
201026_MIA_249.xms,0.1 mg/L stric_v13#2,2.456,Caffeine,Failed,244885,1,1,---,Calibration,P2
201026_MIA_250.xms,0.25 mg/L stric_v13#3,2.459,Caffeine,Failed,235600,1,1,---,Calibration,P2
201026_MIA_251.xms,0.5 mg/L stric_v13#4,2.451,Caffeine,Failed,229683,1,1,---,Calibration,P2
201026_MIA_252.xms,1 mg/L stric_v13#5,2.458,Caffeine,Failed,232092,1,1,---,Calibration,P2
201026_MIA_253.xms,2.5 mg/L stric_v13#6,2.46,Caffeine,Failed,206226,1,1,---,Calibration,P2
201026_MIA_254.xms,5 mg/L stric_v13#7,2.466,Caffeine,Failed,235494,1,1,---,Calibration,P2
201026_MIA_255.xms,10 mg/L stric_v13#8,2.453,Caffeine,Failed,229375,1,1,---,Calibration,P2
201026_MIA_256.xms,25 mg/L stric_v13#9,2.458,Caffeine,Failed,222493,1,1,---,Calibration,P2
201026_MIA_257.xms,50 mg/L stric_v13#10,2.456,Caffeine,Failed,171917,1,1,---,Calibration,P2
201026_MIA_258.xms,Solvent Blank,2.379,Caffeine,Failed,607,1,---,---,Blank,P2
201026_MIA_258001.xms,Solvent Blank,2.478,Caffeine,Identified,1004,1,---,---,Blank,P2
201026_MIA_999.xms,Solvent Blank,2.506,Caffeine,Missing,0,---,---,---,Blank,P2
201026_MIA_001b.xms,Solvent Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_001b001.xms,Solvent Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_002b.xms,QC_mix_00,2.196,Loganic acid,Failed,56035,2999.121,---,---,Analysis,P2
201026_MIA_131b.xms,Solvent Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_132b.xms,Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_133b.xms,0.05 mg/L stric_v13#1,2.181,Loganic acid,Failed,742,47.669,50,-4.663,Calibration,P2
201026_MIA_134b.xms,0.1 mg/L stric_v13#2,2.214,Loganic acid,Failed,1451,95.99,100,-4.01,Calibration,P2
201026_MIA_135b.xms,0.25 mg/L stric_v13#3,2.212,Loganic acid,Failed,3666,239.845,250,-4.062,Calibration,P2
201026_MIA_136b.xms,0.5 mg/L stric_v13#4,2.199,Loganic acid,Failed,6855,467.318,500,-6.536,Calibration,P2
201026_MIA_137b.xms,1 mg/L stric_v13#5,2.195,Loganic acid,Failed,15713,901.449,1000,-9.855,Calibration,P2
201026_MIA_138b.xms,2.5 mg/L stric_v13#6,2.2,Loganic acid,Failed,33683,2099.253,2500,-16.03,Calibration,P2
201026_MIA_139b.xms,5 mg/L stric_v13#7,2.191,Loganic acid,Failed,72927,4649.45,5000,-7.011,Calibration,P2
201026_MIA_140b.xms,10 mg/L stric_v13#8,2.18,Loganic acid,Failed,129554,8904.485,10000,-10.955,Calibration,P2
201026_MIA_141b.xms,25 mg/L stric_v13#9,2.2,Loganic acid,Failed,249173,16416.678,25000,-34.333,Calibration,P2
201026_MIA_142b.xms,50 mg/L stric_v13#10,2.186,Loganic acid,Failed,506965,30174.531,50000,-39.651,Calibration,P2
201026_MIA_143b.xms,Solvent Blank,2.191,Loganic acid,Failed,796,15685.819,---,---,Blank,P2
201026_MIA_143b001.xms,Solvent Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_143b002.xms,Solvent Blank,2.207,Loganic acid,Missing,0,---,---,---,Blank,P2
201026_MIA_144b.xms,ISY_CYC_P2_A1,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_145b.xms,ISY_CYC_P2_A2,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_146.xms,ISY_CYC_P2_A3,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_147.xms,ISY_CYC_P2_A4,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_148.xms,ISY_CYC_P2_A5,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_149.xms,ISY_CYC_P2_A6,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_150.xms,ISY_CYC_P2_A7,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_151.xms,ISY_CYC_P2_A8,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_152.xms,ISY_CYC_P2_A9,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_153.xms,ISY_CYC_P2_A10,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_154.xms,ISY_CYC_P2_A11,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_155.xms,ISY_CYC_P2_A12,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_156.xms,QC_mix_07,2.195,Loganic acid,Failed,56518,2788.899,1000,178.89,Verification,P2
201026_MIA_157.xms,ISY_CYC_P2_B1,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_158.xms,ISY_CYC_P2_B2,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_159.xms,ISY_CYC_P2_B3,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_160.xms,ISY_CYC_P2_B4,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_161.xms,ISY_CYC_P2_B5,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_162.xms,ISY_CYC_P2_B6,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_163.xms,ISY_CYC_P2_B7,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
201026_MIA_164.xms,ISY_CYC_P2_B8,2.207,Loganic acid,Missing,0,---,---,---,Analysis,P2
